"Invalid Import Service Specified","Serviço de Importação Especificado Inválido"
"Local Server","Servidor Local"
"Local/Remote Server","Servidor Local/Remoto"
"Show reviews","Mostrar opiniões"
"Yes","Sim"
"Yes (only price with tax)","Sim (apenas preço com imposto)"
"System","Sistema"
"SKU","SKU"
"SKU:","SKU:"
"Get help for this page","Solicitar ajuda para esta página"
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Alguns dos itens comprados não existem mais no catálogo e serão removidos da compra se você tentar editá-los"
"SSL Error: Invalid or self-signed certificate","Erro de SSL: Certificado Inválido"
"Status","Status"
"Account status","Status da conta"
"Status:","Status:"
"Your Account has been deactivated.","Sua conta foi desativada."
"Your answers contain duplicates.","Suas respostas contém duplicações."
"Subpackage","Sub pacote"
"Subpackage can't be conflicting","Sub pacote não pode ter conflito "
"Subpackages","Sub pacotes"
"Subtotal","Subtotal"
"Summary","Sumário"
"Summary:","Sumário:"
"Switch/Solo card issue number: %s","Switch/Solo número de emissão do cartão: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo data de início do cartão: %s/%s"
"Switch/Solo Only","Switch/Solo Somente"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Doméstico) número de emissão do cartãor: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Doméstico) data de início do cartão: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Doméstico) Somente"
"Tag was successfully saved","Tag foi gravada com sucesso"
"Tag was successfully deleted","Tag foi removida com sucesso"
"Tags","Tags"
"Pending Tags","Tags Pendentes"
"File size should be more than 0 bytes","Tamanho do arquivo deve ser maior que 0 bytes"
"Size for %s","Tamanho para %s"
"Old rate:","Taxa Antiga:"
"Rates","Taxas"
"Tb","Tb"
"Are you sure that you want to strip tags?","Tem certeza que deseja remover tags?"
"Lifetime Sales","Ciclo de Vida das Vendas"
"Search Term","Termo de Busca"
"Search Terms","Termos de Busca"
"This attribute set don't have attributes which we can use for configurable product","Esse grupo de atributos não tem atributos que nós podemos usar para produtos configuráveis"
"Thumbnail","Imagem Pequena"
"Parent Product Thumbnail","Imagem Pequena do Produto Pai"
"Type","Tipo"
"Credit Card Type: %s","Tipo de Cartão de Crédito: %s"
"Address Type:","Tipo de Endereço:"
"Entity Type","Tipo de Entidade "
"Entity type:","Tipo de Entidade:"
"Credit Card Type","Tipo do cartão de crédito"
"Template Type","Tipo do modelo"
"Type:","Tipo:"
"to","to"
"All Tags","Todas as Tags"
"All rates were fetched, click on ""Save"" to apply","Todas taxas foram listadas, clique em ""Salvar"" para aplicar"
"All possible rates were fetched, click on ""Save"" to apply","Todas Taxas Possíveis foram listadas, clique em ""Salvar"" para aplicar"
"All valid rates successfully saved","Todas taxas válidas foram gravadas com sucesso"
"All","Todos"
"All Files","Todos Arquivos"
"All fields","Todos Campos"
"All countries","Todos Países"
"All Allowed Countries","Todos Países Permitidos "
"All Websites","Todos Websites"
"Toggle Editor","Trocar Editor"
"Total","Total"
"Grand Total","Total"
"Total %d records found","Total %d Registros encontrados"
"Invoice Totals","Total da Fatura "
"Total of %d record(s) were successfully deleted","Total de %d registro(s) foi/foram apagado(s) com sucesso"
"Total of %d record(s) were successfully updated","Total de %d registro(s) foi/foram atualizado(s) com sucesso"
"Credit Memo Totals","Total de Memorandos de Crédito"
"Order Totals","Total de Pedidos"
"Total Invoiced","Total Faturado"
"Total Refunded","Total Restituído"
"Track order","Rastrear Pedido"
"Payment Data Transfer (PDT)","Transferência de Dados de Pagamento (TDP)"
"Data transfer:","Transferência de Dados:"
"Update","Atualizar"
"Invalid URL","URL Inválida"
"Remote URL:","URL Remota:"
"Url Rewrite Management","Gerenciamento de Url Rewrite"
"Urlrewrite was successfully saved","Urlrewrite foi gravado com sucesso"
"Urlrewrite was deleted","Urlrewrite foi removido"
"Use default","Usar padrão"
"Use Default Value","Usar Valor Padrão"
"Use website","Usar website"
"Invalid Username or Password.","Usuário ou Senha inválidos."
"User","Usuário"
"User was successfully saved","Usuário gravado com sucesso"
"User was successfully deleted","Usuário removido com sucesso"
"Users","Usuários"
"Role Users","Usuários do Papel"
"Discount Amount","Valor de Desconto"
"Invalid store value","Valor de Loja Inválido"
"Invalid section value","Valor de seção inválido"
"Invalid website value","Valor de website Inválido "
"Subtotal Amount","Valor do Subtotal"
"Total Amount","Valor Total"
"Total Order Amount","Valor Total do Pedido "
"Default Values","Valores Padrões"
"Default (Admin) Values","Valores Padrões (Admin)"
"Version","Versão"
"API Version","Versão da API "
"Release Version","Versão de Liberação"
"Available Version","Versão Disponível "
"Magento ver. %s","Versão do Magento: %s"
"Installed Version","Versão Instalada"
"Version:","Versão:"
"Store View","Visão da Loja"
"All Store Views","Visão de Todas Lojas"
"Store Views","Visões da Loja"
"Visibility:","Visibilidade:"
"View","Visualizar"
"Preview","Visualizar"
"View Statistics for","Visualizar Estatísticas para"
"Preview Template","Visualizar Modelo"
"View Actions XML","Visualizar XML de Ações"
"You cannot delete account of yourself","Você não pode apagar a sua própria conta "
"You can not delete self assigned roles.","Você não pode apagar papéis auto associados"
"You have not enought permissions to login.","Você não possui permissão para conectar."
"You have not enought permissions to use this functionality.","Você não tem permissão para usar esta funcionalidade."
"You need specify order items","Você precisa especificar itens do pedido "
"Are you sure you wish to UPGRADE all selected packages?","Você tem certeza que deseja ATUALIZAR todos pacotes selecionados?"
"Are you sure you wish to UNINSTALL all selected packages?","Você tem certeza que deseja DESINSTALAR todos pacotes selecionados?"
"Are you sure you wish to INSTALL all selected packages?","Você tem certeza que deseja INSTALAR todos pacotes selecionados?"
"Are you sure that you want to delete this template?","Você tem certeza que deseja remover este template?"
"You successfully logged out.","Vocês desconectou com sucesso."
"Back","Voltar"
"Back to Login","Voltar para Login"
"Back to local packages","Voltar para pacotes locais "
"Website","Website"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","Estamos no nosso escritório, melhorando o Magento. Obrigado por sua paciência."
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","Estamos no nosso escritório, melhorando o Magento. Obrigado por sua paciência."
"XML","XML"
"Profile Actions XML","XML de Ações de Perfis"
"YTD","YTD"
"[ deleted ]","[ removido ]"
"[deleted]","[removido]"
